6.262328475713729858e-02,-2.214824082329869270e-03,-5.097223073244094849e-02,-1.441649496555328369e-01,5.050618201494216919e-02,-1.007017642259597778e-01
-8.455444872379302979e-02,3.395370393991470337e-02,-1.348960697650909424e-01,-1.051858067512512207e-01,-8.550105616450309753e-03,4.861670359969139099e-02
8.526978641748428345e-02,1.140006929636001587e-01,-2.915523946285247803e-02,-6.079092249274253845e-02,3.392206132411956787e-02,1.184763088822364807e-01
-1.049209758639335632e-01,-3.747799620032310486e-02,-2.671497501432895660e-02,-6.055222824215888977e-02,-9.207907319068908691e-02,-1.213597059249877930e-01
2.896010875701904297e-02,-1.058510690927505493e-01,4.486876353621482849e-02,-3.208531765267252922e-03,5.362584069371223450e-02,-1.518474072217941284e-01
2.780200354754924774e-02,-3.362563624978065491e-02,-1.225695833563804626e-01,-2.252600528299808502e-02,1.437328457832336426e-01,4.366361722350120544e-02
3.294868394732475281e-02,5.899864062666893005e-02,1.369417309761047363e-01,7.339898031204938889e-03,-1.282916516065597534e-01,-1.295707374811172485e-02
-3.468652442097663879e-02,7.098432630300521851e-02,1.233426555991172791e-01,-1.239842735230922699e-02,-4.082896932959556580e-02,-1.293210238218307495e-01
6.113190203905105591e-02,-1.573729328811168671e-02,1.060866117477416992e-01,7.864528149366378784e-02,-1.138493977487087250e-02,-1.358166635036468506e-01
7.240819931030273438e-02,-1.441251486539840698e-01,3.735644742846488953e-02,7.605408877134323120e-02,-5.926345661282539368e-02,-5.738558247685432434e-02
2.508570812642574310e-02,1.294077187776565552e-02,-2.534064650535583496e-02,-1.130651161074638367e-01,1.571473777294158936e-01,3.289502114057540894e-02
1.751359365880489349e-02,8.048477023839950562e-02,-5.249091610312461853e-02,-6.817154586315155029e-02,-6.617477629333734512e-03,-1.605273336172103882e-01
2.921582572162151337e-02,-2.443477697670459747e-02,4.274150729179382324e-02,6.445582956075668335e-02,4.457304254174232483e-02,1.748749017715454102e-01
-6.845344603061676025e-02,1.022359058260917664e-01,-4.154282063245773315e-02,1.332231163978576660e-01,-7.293204963207244873e-02,8.285713382065296173e-03
4.406470805406570435e-02,-1.084949895739555359e-01,1.095662936568260193e-01,5.705969408154487610e-02,-1.040651351213455200e-01,1.403592247515916824e-02
9.760484099388122559e-02,-7.474370300769805908e-02,-1.384550333023071289e-01,7.443536818027496338e-02,-1.240184530615806580e-02,4.738082177937030792e-03
-9.092670679092407227e-02,-8.655595034360885620e-02,-5.668695643544197083e-02,3.412747010588645935e-02,9.747736901044845581e-02,-1.017863973975181580e-01
-4.557078704237937927e-02,-5.661612376570701599e-02,3.529928252100944519e-02,-9.393457323312759399e-02,5.381427332758903503e-02,-1.474862545728683472e-01
-2.982619218528270721e-02,2.790998294949531555e-02,2.015350013971328735e-02,5.429479479789733887e-02,-1.084388419985771179e-01,-1.523757278919219971e-01
-2.794199250638484955e-02,5.020268727093935013e-03,-3.246697410941123962e-02,-1.207027491182088852e-02,9.762895852327346802e-02,1.687093228101730347e-01
1.228231471031904221e-03,-4.909836128354072571e-02,3.187677264213562012e-02,-1.228806301951408386e-01,1.322320997714996338e-01,6.314062327146530151e-02
1.539117991924285889e-01,2.131067588925361633e-02,8.416028320789337158e-02,2.965106628835201263e-02,-8.880730718374252319e-02,2.853014040738344193e-03
1.112789381295442581e-03,1.011373922228813171e-01,-4.578995332121849060e-02,1.608616709709167480e-01,-1.450223661959171295e-02,-3.983057662844657898e-02
-3.465889021754264832e-02,1.025194674730300903e-01,1.088655786588788033e-03,5.091862753033638000e-02,6.339730322360992432e-02,1.472257226705551147e-01
