-3.087261915206909180e-01,-2.342131361365318298e-02,1.817876696586608887e-01,3.778455555438995361e-01,3.692234307527542114e-02,1.406044960021972656e+00
1.045591711997985840e+00,-1.176049467176198959e-02,7.670772075653076172e-01,-6.176649332046508789e-01,-1.422401368618011475e-01,-4.079829454421997070e-01
3.888607025146484375e-01,1.018249273300170898e+00,4.482346773147583008e-01,6.116839125752449036e-03,4.548068642616271973e-01,-8.087981939315795898e-01
-2.388621121644973755e-01,3.939058780670166016e-01,9.325481653213500977e-01,2.522150874137878418e-01,3.910121619701385498e-01,9.755173921585083008e-01
-2.717920839786529541e-01,8.103446960449218750e-01,3.017618060111999512e-01,-1.073939800262451172e+00,1.748346239328384399e-01,-4.944660663604736328e-01
-7.433960437774658203e-01,-1.117484830319881439e-02,2.677170634269714355e-01,6.291460990905761719e-01,7.981451749801635742e-01,7.698729038238525391e-01
-3.384635969996452332e-02,1.361482858657836914e+00,-2.444112449884414673e-01,-3.095511794090270996e-01,-4.769614040851593018e-01,1.103090196847915649e-01
7.893441617488861084e-02,-5.958579778671264648e-01,-4.452918469905853271e-01,7.894150018692016602e-01,-1.003828763961791992e+00,-2.441103756427764893e-01
1.376394748687744141e+00,3.204203248023986816e-01,-8.762539923191070557e-02,3.374600112438201904e-01,-1.392156183719635010e-01,-3.345597088336944580e-01
-4.615682363510131836e-01,-1.751785725355148315e-02,5.146888494491577148e-01,1.168454766273498535e+00,3.846375346183776855e-01,-5.084392428398132324e-01
-4.710121154785156250e-01,-1.219153851270675659e-01,6.812534332275390625e-01,-1.233577132225036621e+00,4.521858692169189453e-02,1.594384014606475830e-01
4.301428794860839844e-01,-3.429197669029235840e-01,5.239681005477905273e-01,2.558708786964416504e-01,-1.265611648559570312e+00,7.482051849365234375e-02
4.695600271224975586e-01,-5.339043140411376953e-01,9.696875810623168945e-01,8.590683937072753906e-01,2.531013488769531250e-01,4.589750617742538452e-02
-6.445611715316772461e-01,-8.441367149353027344e-01,4.754791259765625000e-01,-9.423943758010864258e-01,6.950125843286514282e-02,-5.436889082193374634e-02
5.233850479125976562e-01,-1.351114455610513687e-02,-7.628878951072692871e-02,-2.728529572486877441e-01,1.337637305259704590e+00,3.261033296585083008e-01
5.852986574172973633e-01,3.682000041007995605e-01,1.177089810371398926e+00,-1.661311686038970947e-01,4.733202457427978516e-01,-3.669903278350830078e-01
2.644519209861755371e-01,9.010900259017944336e-01,-8.110916614532470703e-02,-1.141323804855346680e+00,6.917941570281982422e-02,2.326313555240631104e-01
1.406581997871398926e-01,-1.089106440544128418e+00,-8.177006244659423828e-01,6.050609350204467773e-01,7.894468307495117188e-02,5.565052479505538940e-02
5.993753075599670410e-01,2.140833735466003418e-01,4.288765788078308105e-01,-4.348660111427307129e-01,-1.212977409362792969e+00,-2.366752550005912781e-02
3.117475211620330811e-01,3.087389469146728516e-01,-1.050852537155151367e+00,1.256254017353057861e-01,-3.101170659065246582e-01,-9.171959161758422852e-01
1.867814958095550537e-01,-4.841561913490295410e-01,-2.885035574436187744e-01,4.599900245666503906e-01,-9.973828792572021484e-01,8.313289880752563477e-01
-8.762295842170715332e-01,-2.717848867177963257e-02,-2.464029639959335327e-01,9.113865494728088379e-01,6.869395971298217773e-01,-3.438857495784759521e-01
